"Activity" "subject" "sd_acc_x" "sd_acc_y" "sd_acc_z" "sd_gyr_x" "sd_gyr_y" "sd_gyr_z" "sd_total_acc_x" "sd_total_acc_y" "sd_total_acc_z" "avg_acc_x" "avg_acc_y" "avg_acc_z" "avg_gyr_x" "avg_gyr_y" "avg_gyr_z" "avg_total_acc_x" "avg_total_acc_y" "avg_total_acc_z"
"STAND" 2 0.0214312970210791 0.0153844411475972 0.0627887621658178 0.103505772635315 0.103505772635315 0.103505772635315 0.0195818074856649 0.0195818074856649 0.0195818074856649 -0.00420363195773437 -0.00322422048929688 0.0309376655234375 0.152279713164062 0.152279713164062 0.152279713164062 0.99380341015625 0.99380341015625 0.99380341015625
"STAND" 2 0.00940642387727488 0.00729272774567621 0.0129244856658033 0.0665161593448566 0.0665161593448566 0.0665161593448566 0.00938192891205013 0.00938192891205013 0.00938192891205013 0.00174157760015625 0.00208483098960938 -0.003559378834375 0.02694132325 0.02694132325 0.02694132325 0.99332313984375 0.99332313984375 0.99332313984375
"STAND" 2 0.00342679972444231 0.00687118587614965 0.00972522089989277 0.0252209296765448 0.0252209296765448 0.0252209296765448 0.00317843555170432 0.00317843555170432 0.00317843555170432 -0.000430904411484375 -0.0046745982640625 -0.00325188110671875 -0.0211816237890625 -0.0211816237890625 -0.0211816237890625 0.99292677578125 0.99292677578125 0.99292677578125
"STAND" 2 0.00312666928610385 0.00630025475739365 0.00894424283495861 0.0297471911182649 0.0297471911182649 0.0297471911182649 0.00311317242470797 0.00311317242470797 0.00311317242470797 -0.00149976106796875 -0.00811721124453125 -0.00304327466609375 -0.029874766453125 -0.029874766453125 -0.029874766453125 0.9911268953125 0.9911268953125 0.9911268953125
"STAND" 2 0.00341593460820146 0.00729484796848617 0.00692929248741665 0.0237685841684992 0.0237685841684992 0.0237685841684992 0.00339549295446671 0.00339549295446671 0.00339549295446671 -0.00056524030390625 -0.00561734053359375 -0.0070096652359375 -0.033330352428125 -0.033330352428125 -0.033330352428125 0.99044776015625 0.99044776015625 0.99044776015625
"STAND" 2 0.00322010043267193 0.0067872447800147 0.00926334344897398 0.0192209080525265 0.0192209080525265 0.0192209080525265 0.00321223881745405 0.00321223881745405 0.00321223881745405 0.0003388357546875 -0.000777456434375 -0.001848035265625 -0.012399976 -0.012399976 -0.012399976 0.99068953359375 0.99068953359375 0.99068953359375
"STAND" 2 0.00277694545842006 0.00577307526456109 0.00703185658091121 0.0107276524688568 0.0107276524688568 0.0107276524688568 0.00274461674389351 0.00274461674389351 0.00274461674389351 0.0004472150425 -0.00059420575046875 0.00142302801171875 -0.00536261071015625 -0.00536261071015625 -0.00536261071015625 0.99113275234375 0.99113275234375 0.99113275234375
"STAND" 2 0.00284997297137398 0.00479673031884512 0.00567630064709891 0.00662285191419547 0.00662285191419547 0.00662285191419547 0.0027137038212757 0.0027137038212757 0.0027137038212757 -0.00061313369546875 -0.0041420650809375 -0.00281556017125 -0.00123243343484375 -0.00123243343484375 -0.00123243343484375 0.99039035 0.99039035 0.99039035
"STAND" 2 0.00246343260069224 0.00584949396700818 0.00543628665682553 0.00449809592133441 0.00449809592133441 0.00449809592133441 0.00234534132885766 0.00234534132885766 0.00234534132885766 -0.00104009541984375 -0.00200146692265625 -0.00203649931867188 0.003414334553125 0.003414334553125 0.003414334553125 0.98923429296875 0.98923429296875 0.98923429296875
"STAND" 2 0.00194716339401488 0.00396581605645369 0.00464052422207684 0.00483983671345548 0.00483983671345548 0.00483983671345548 0.0019118322719031 0.0019118322719031 0.0019118322719031 -0.000377140286328125 0.00354893813930469 0.00281838194789062 0.005375928135625 0.005375928135625 0.005375928135625 0.98891995390625 0.98891995390625 0.98891995390625
"STAND" 2 0.00181332228281775 0.00481823091814208 0.00457633691923858 0.00652029305842979 0.00652029305842979 0.00652029305842979 0.00179634315377167 0.00179634315377167 0.00179634315377167 0.000210229082109375 0.000999840043992187 0.00310494420821094 0.00240108063476562 0.00240108063476562 0.00240108063476562 0.98918590625 0.98918590625 0.98918590625
"STAND" 2 0.00213953681163954 0.00293771085237038 0.00560114541240916 0.00535764638918822 0.00535764638918822 0.00535764638918822 0.00213047506937256 0.00213047506937256 0.00213047506937256 0.00032478638125 -0.00248686758525781 -0.000470118790226562 -0.00154697153710938 -0.00154697153710938 -0.00154697153710938 0.9895257640625 0.9895257640625 0.9895257640625
"STAND" 2 0.00265173621716077 0.00317318450055749 0.00527060456095008 0.00614462339826425 0.00614462339826425 0.00614462339826425 0.00264412290834102 0.00264412290834102 0.00264412290834102 -0.000624824180625 -0.00315082198447656 -0.001397987825 -0.00027657551484375 -0.00027657551484375 -0.00027657551484375 0.98887444140625 0.98887444140625 0.98887444140625
"STAND" 2 0.0024311143524027 0.00405010517865706 0.0050978131832419 0.00702354588170252 0.00702354588170252 0.00702354588170252 0.00265357611152859 0.00265357611152859 0.00265357611152859 -0.00175363391902812 -0.0055324634734375 -0.000617834602421875 0.00075613381171875 0.00075613381171875 0.00075613381171875 0.986836828125 0.986836828125 0.986836828125
"STAND" 2 0.00269718128861539 0.00716159934473567 0.00649750610118896 0.00819043350588318 0.00819043350588318 0.00819043350588318 0.00216595162389117 0.00216595162389117 0.00216595162389117 -0.000411443944340625 -0.000943215888984375 0.00360000541398437 0.0013514832859375 0.0013514832859375 0.0013514832859375 0.98618949296875 0.98618949296875 0.98618949296875
"STAND" 2 0.00496795870071152 0.00873651903868764 0.00787723311639164 0.136096059044537 0.136096059044537 0.136096059044537 0.00487886333610623 0.00487886333610623 0.00487886333610623 0.000897495246171875 0.00642923694695312 0.00733405200929687 -0.0503070417351563 -0.0503070417351563 -0.0503070417351563 0.98710129375 0.98710129375 0.98710129375
"STAND" 2 0.0219888965218308 0.0290345833461392 0.0359673201967028 0.0204911514852038 0.0204911514852038 0.0204911514852038 0.00517324938753909 0.00517324938753909 0.00517324938753909 0.00690414932109375 -0.00120243027851563 0.0021278222421875 0.0295670232971172 0.0295670232971172 0.0295670232971172 0.96200040859375 0.96200040859375 0.96200040859375
"STAND" 2 0.0064347266071745 0.0165308745756245 0.0187305916473911 0.0132940482840648 0.0132940482840648 0.0132940482840648 0.00316434700933731 0.00316434700933731 0.00316434700933731 -0.00314221814164063 -0.00320944195039063 -0.00568757244984375 0.0222420888359375 0.0222420888359375 0.0222420888359375 0.961970740625 0.961970740625 0.961970740625
"STAND" 2 0.00318259802583026 0.0054303506495399 0.00663298894908003 0.0118120906434449 0.0118120906434449 0.0118120906434449 0.00293433701134667 0.00293433701134667 0.00293433701134667 0.00223391249625 0.00716104782265625 0.00808666228453125 0.00815372841359375 0.00815372841359375 0.00815372841359375 0.9640335421875 0.9640335421875 0.9640335421875
"STAND" 2 0.011125373717817 0.0184956954559875 0.00926634450501729 0.0437519687604691 0.0437519687604691 0.0437519687604691 0.0105854966668399 0.0105854966668399 0.0105854966668399 -0.0013209436203125 -0.00463394236049219 0.00442132878203125 0.00122203756203125 0.00122203756203125 0.00122203756203125 0.9628782703125 0.9628782703125 0.9628782703125
"STAND" 2 0.0115158730860092 0.0170427171916803 0.0176178433385797 0.0538288709357479 0.0538288709357479 0.0538288709357479 0.0117322683283102 0.0117322683283102 0.0117322683283102 -0.00504508165898437 -0.0141902306136172 -0.0102372458825781 0.0022049360703125 0.0022049360703125 0.0022049360703125 0.95753431796875 0.95753431796875 0.95753431796875
"STAND" 2 0.0141120562052417 0.0179564051412918 0.0261764205214546 0.0442551905225185 0.0442551905225185 0.0442551905225185 0.0135777729199533 0.0135777729199533 0.0135777729199533 -0.00128531235546875 -0.00672210598515625 -0.00339844090757813 -0.0038158814453125 -0.0038158814453125 -0.0038158814453125 0.955564078125 0.955564078125 0.955564078125
"STAND" 2 0.0180684697873256 0.0283518472026168 0.024479518758261 0.044772319638879 0.044772319638879 0.044772319638879 0.0183495816142341 0.0183495816142341 0.0183495816142341 0.0044701099015625 0.0151776568398437 0.0253220379679687 -0.00835447214453125 -0.00835447214453125 -0.00835447214453125 0.9599705140625 0.9599705140625 0.9599705140625
"STAND" 2 0.0136306122583606 0.0250791789999387 0.0282108177085821 0.041309807305897 0.041309807305897 0.041309807305897 0.0133653624830001 0.0133653624830001 0.0133653624830001 0.003363594159375 0.0148379781775 0.0128920128542187 -0.0043921925375 -0.0043921925375 -0.0043921925375 0.9634192921875 0.9634192921875 0.9634192921875
"STAND" 2 0.00494031344429271 0.00711203662867314 0.00865073751780196 0.0285133366631827 0.0285133366631827 0.0285133366631827 0.00491704345820298 0.00491704345820298 0.00491704345820298 -0.000399106646875 0.0008248648571875 -0.00566552560203125 -0.0060018911078125 -0.0060018911078125 -0.0060018911078125 0.96349153515625 0.96349153515625 0.96349153515625
"STAND" 2 0.00429284341126361 0.00796053783627828 0.007852514377842 0.0191276705822383 0.0191276705822383 0.0191276705822383 0.0043553064205597 0.0043553064205597 0.0043553064205597 -0.00109659217046875 -0.00415049716796875 -0.008217773221875 -0.0052863034984375 -0.0052863034984375 -0.0052863034984375 0.96285239375 0.96285239375 0.96285239375
"STAND" 2 0.00369654194433863 0.0076067731823591 0.00918754010418948 0.0150179425388614 0.0150179425388614 0.0150179425388614 0.00346090590732821 0.00346090590732821 0.00346090590732821 -0.00023671533953125 -0.00479373841484375 -0.00615546060617187 0.00277732996015625 0.00277732996015625 0.00277732996015625 0.96244278046875 0.96244278046875 0.96244278046875
"STAND" 2 0.0035004619862967 0.00653335431901675 0.00699313563824881 0.0115196016575799 0.0115196016575799 0.0115196016575799 0.00323283127436359 0.00323283127436359 0.00323283127436359 0.00053452290453125 0.001455899640625 0.00258860928601563 0.0047249337625 0.0047249337625 0.0047249337625 0.96280275078125 0.96280275078125 0.96280275078125
